Place Name,City,Location,Rating,Review Count,Popularity Score,Review
Lumbini Gardens - 22 - 40 - 13 - 9 - 21,Bangalore,"Bangalore, Karnataka, India",3.7,2526,86.63,"Too crowded, didn't enjoy much."
Innovative Film City - 25 - 18,Bangalore,"Bangalore, Karnataka, India",2.6,3628,70.14,"Beautiful ambiance, must-visit spot."
M.G. Road - 31 - 36,Bangalore,"Bangalore, Karnataka, India",4.9,1931,107.66,Amazing place! Had a wonderful experience.
Phoenix Marketcity - 27,Bangalore,"Bangalore, Karnataka, India",3.5,1382,76.91,"Not well maintained, needs improvement."
Lumbini Gardens - 50 - 44 - 38,Bangalore,"Bangalore, Karnataka, India",4.7,512,96.56,ಇದು ಒಳ್ಳೆಯ ಆಯ್ಕೆ!
Savandurga Hills - 38,Bangalore,"Bangalore, Karnataka, India",4.2,3656,102.28,Disappointing experience!
UB City - 45 - 24 - 37,Bangalore,"Bangalore, Karnataka, India",3.5,1040,75.2,"ಉತ್ತಮ ನಿರ್ವಹಣೆ, ಕುಟುಂಬದೊಂದಿಗೆ ಹೋಗಲು ಉತ್ತಮ ಸ್ಥಳ."
Gavi Gangadhareshwara Temple - 20 - 27,Bangalore,"Bangalore, Karnataka, India",4.2,4156,104.78,Services need improvement.
Bangalore Fort - 33 - 2,Bangalore,"Bangalore, Karnataka, India",4.1,2479,94.39,"Well maintained, great for tourists."
Malleswaram Market - 37,Bangalore,"Bangalore, Karnataka, India",3,3202,76.01,"ಹಳಿಯಾದ ಪರಿಸ್ಥಿತಿ, ತುಂಬಾ ಜನರು."
Lumbini Gardens - 22 - 40 - 13 - 24,Bangalore,"Bangalore, Karnataka, India",2.5,652,53.26,"ಉತ್ತಮ ನಿರ್ವಹಣೆ, ಕುಟುಂಬದೊಂದಿಗೆ ಹೋಗಲು ಉತ್ತಮ ಸ್ಥಳ."
Innovative Film City - 25 - 18 - 4,Bangalore,"Bangalore, Karnataka, India",3.8,3267,92.34,"Well maintained, great for tourists."
UB City - 45 - 24 - 38,Bangalore,"Bangalore, Karnataka, India",2.5,3175,65.88,"Too crowded, didn't enjoy much."
Wonderla Water Park - 49 - 28,Bangalore,"Bangalore, Karnataka, India",3,2560,72.8,ಅತ್ಯುತ್ತಮ ಸ್ಥಳ! ತುಂಬಾ ಖುಷಿಯಾಯಿತು.
Turahalli Forest - 48 - 49 - 3 - 34,Bangalore,"Bangalore, Karnataka, India",2.9,2110,68.55,"Not well maintained, needs improvement."
Janapada Loka - 14 - 32,Bangalore,"Bangalore, Karnataka, India",4.4,4712,111.56,Amazing place! Had a wonderful experience.
UB City - 14,Bangalore,"Bangalore, Karnataka, India",2.8,1564,63.82,Cleanliness could be better.
Freedom Park - 30,Bangalore,"Bangalore, Karnataka, India",4.2,797,87.98,"Not well maintained, needs improvement."
Shivoham Shiva Temple - 17,Bangalore,"Bangalore, Karnataka, India",3.8,2656,89.28,ನೋಡಿದಂತೆ ಇಲ್ಲ!
Art Galleries at Karnataka Chitrakala Parishath - 33 - 42 - 45,Bangalore,"Bangalore, Karnataka, India",2.8,3813,75.06,Amazing place! Had a wonderful experience.
Lalbagh Botanical Garden - 3,Bangalore,"Bangalore, Karnataka, India",3.3,1418,73.09,ಸ್ವಚ್ಛತೆ ಹೀಗಾಗಿಲ್ಲ.
Dodda Alada Mara (Big Banyan Tree) - 24 - 31 - 26,Bangalore,"Bangalore, Karnataka, India",2.5,2786,63.93,ನೋಡಿದಂತೆ ಇಲ್ಲ!
Jawaharlal Nehru Park - 22 - 2,Bangalore,"Bangalore, Karnataka, India",3.1,2922,76.61,ನೋಡಿದಂತೆ ಇಲ್ಲ!
Commercial Street - 6 - 19,Bangalore,"Bangalore, Karnataka, India",4,211,81.06,"Not well maintained, needs improvement."
St. Mary's Basilica - 44 - 29 - 31 - 38,Bangalore,"Bangalore, Karnataka, India",4.6,1359,98.8,"Clean and peaceful, highly recommended."
JP Park - 29 - 43 - 7,Bangalore,"Bangalore, Karnataka, India",3.9,596,80.98,"ಹಳಿಯಾದ ಪರಿಸ್ಥಿತಿ, ತುಂಬಾ ಜನರು."
Art Galleries at Karnataka Chitrakala Parishath - 33 - 27,Bangalore,"Bangalore, Karnataka, India",3.1,2309,73.55,"Well maintained, great for tourists."
Lumbini Gardens - 19 - 22,Bangalore,"Bangalore, Karnataka, India",4.9,4521,120.61,ಸ್ವಚ್ಛತೆ ಹೀಗಾಗಿಲ್ಲ.
Dodda Alada Mara (Big Banyan Tree) - 24 - 31 - 33,Bangalore,"Bangalore, Karnataka, India",3,3410,77.05,Services need improvement.
Lumbini Gardens - 22 - 40 - 13 - 24 - 38,Bangalore,"Bangalore, Karnataka, India",4.5,3513,107.56,"ಉತ್ತಮ ನಿರ್ವಹಣೆ, ಕುಟುಂಬದೊಂದಿಗೆ ಹೋಗಲು ಉತ್ತಮ ಸ್ಥಳ."
Lumbini Gardens - 22 - 40 - 13 - 24 - 37,Bangalore,"Bangalore, Karnataka, India",2.8,2735,69.67,Disappointing experience!
St. Mary's Basilica - 4 - 46 - 14,Bangalore,"Bangalore, Karnataka, India",4.7,1506,101.53,Cleanliness could be better.
M.G. Road - 31 - 16,Bangalore,"Bangalore, Karnataka, India",5,1805,109.03,"ಹಳಿಯಾದ ಪರಿಸ್ಥಿತಿ, ತುಂಬಾ ಜನರು."
Lumbini Gardens - 22 - 40 - 13 - 25,Bangalore,"Bangalore, Karnataka, India",3.7,3967,93.84,"Beautiful ambiance, must-visit spot."
Lumbini Gardens - 50 - 44 - 38 - 1,Bangalore,"Bangalore, Karnataka, India",3.4,2723,81.61,"Too crowded, didn't enjoy much."
Fort Kochi Beach,Kochi,"Kochi, Kerala, India",2.6,263,53.31,അവസാനം നിരാശയായിരുന്നു!
Mattancherry Palace,Kochi,"Kochi, Kerala, India",3.2,2709,77.55,"വളരെ ശാന്തവും വൃത്തിയും, നിർബന്ധമായും ശുപാർശ ചെയ്യാം."
Jew Town,Kochi,"Kochi, Kerala, India",3.3,2679,79.39,Amazing experience! Loved every moment.
St. Francis Church,Kochi,"Kochi, Kerala, India",3.8,1255,82.28,Disappointing experience!
Santa Cruz Basilica,Kochi,"Kochi, Kerala, India",4.7,3620,112.1,വൃത്തിയാകാൻ കൂടുതലായി ശ്രമിക്കേണ്ടത്.
Paradesi Synagogue,Kochi,"Kochi, Kerala, India",2.8,3732,74.66,"Very clean and peaceful, highly recommended."
Marine Drive,Kochi,"Kochi, Kerala, India",3.5,3053,85.27,"Too crowded, didn't enjoy much."
Bolgatty Palace,Kochi,"Kochi, Kerala, India",3.4,2373,79.86,അസാധാരണമായ അനുഭവം! വളരെ സന്തോഷകരം.
Wonderla Kochi,Kochi,"Kochi, Kerala, India",4.9,1158,103.79,Disappointing experience!
Hill Palace Museum,Kochi,"Kochi, Kerala, India",3.4,344,69.72,"Too crowded, didn't enjoy much."
Cherai Beach,Kochi,"Kochi, Kerala, India",3.5,3379,86.89,Perfect for family visits!
Kodanad Elephant Training Centre,Kochi,"Kochi, Kerala, India",5,697,103.48,Amazing experience! Loved every moment.
Mangalavanam Bird Sanctuary,Kochi,"Kochi, Kerala, India",3.8,1335,82.67,അസാധാരണമായ അനുഭവം! വളരെ സന്തോഷകരം.
Vypeen Island,Kochi,"Kochi, Kerala, India",2.8,110,56.55,Perfect for family visits!
Kochi International Marina,Kochi,"Kochi, Kerala, India",2.9,4330,79.65,"വളരെ മനോഹരമായ സ്ഥലം, സന്ദർശിക്കേണ്ടത് അനിവാര്യമാണ്."
LuLu Mall,Kochi,"Kochi, Kerala, India",2.7,581,56.91,"വളരെ ശാന്തവും വൃത്തിയും, നിർബന്ധമായും ശുപാർശ ചെയ്യാം."
Kashi Art Cafe,Kochi,"Kochi, Kerala, India",2.8,4620,79.1,"വളരെ മനോഹരമായ സ്ഥലം, സന്ദർശിക്കേണ്ടത് അനിവാര്യമാണ്."
Indo-Portuguese Museum,Kochi,"Kochi, Kerala, India",4.1,2400,94,"Beautiful place, a must-visit destination."
Vallarpadam Church,Kochi,"Kochi, Kerala, India",4.1,2917,96.59,വൃത്തിയാകാൻ കൂടുതലായി ശ്രമിക്കേണ്ടത്.
Veeranpuzha Lake,Kochi,"Kochi, Kerala, India",3.7,4668,97.34,"Not well maintained, needs improvement."
Subhash Park,Kochi,"Kochi, Kerala, India",3.7,791,77.95,"പരിപാലനം ആവശ്യമുണ്ട്, കാത്തിരിപ്പ് അധികം."
Thattekad Bird Sanctuary,Kochi,"Kochi, Kerala, India",5,1128,105.64,"വളരെ തിരക്കേറിയ സ്ഥലം, കാര്യമായി ആസ്വദിക്കാൻ കഴിഞ്ഞില്ല."
Paniyeli Poru,Kochi,"Kochi, Kerala, India",4.4,178,88.89,വൃത്തിയാകാൻ കൂടുതലായി ശ്രമിക്കേണ്ടത്.
Andhakaranazhi Beach,Kochi,"Kochi, Kerala, India",2.6,4940,76.7,കുടുംബത്തിനായി മികച്ചത്!
Museum of Kerala History,Kochi,"Kochi, Kerala, India",4.7,3355,110.78,"പരിപാലനം ആവശ്യമുണ്ട്, കാത്തിരിപ്പ് അധികം."
Kerala Kathakali Centre,Kochi,"Kochi, Kerala, India",4,2826,94.13,"നന്നായി പരിപാലിച്ചിരിക്കുന്നു, വിനോദസഞ്ചാരികൾക്ക് മികച്ചതായിരിക്കും."
Thirikkakara Vamanamoorthy Temple,Kochi,"Kochi, Kerala, India",4.5,3428,107.14,സേവനങ്ങൾ മെച്ചപ്പെടുത്തണം.
Edappally Church,Kochi,"Kochi, Kerala, India",4.4,4611,111.06,"Not well maintained, needs improvement."
Willingdon Island,Kochi,"Kochi, Kerala, India",3.7,1656,82.28,"Too crowded, didn't enjoy much."
Munambam Beach,Kochi,"Kochi, Kerala, India",3.6,4560,94.8,"Well maintained, great for tourists."
Athirappilly Waterfalls,Kochi,"Kochi, Kerala, India",4,1124,85.62,"Well maintained, great for tourists."
Chinese Fishing Nets,Kochi,"Kochi, Kerala, India",3.2,1303,70.52,വൃത്തിയാകാൻ കൂടുതലായി ശ്രമിക്കേണ്ടത്.
Kumbalangi Village,Kochi,"Kochi, Kerala, India",5,4568,122.84,കുടുംബത്തിനായി മികച്ചത്!
Maritime Museum,Kochi,"Kochi, Kerala, India",4.2,1444,91.22,"പരിപാലനം ആവശ്യമുണ്ട്, കാത്തിരിപ്പ് അധികം."
Puthuvype Beach,Kochi,"Kochi, Kerala, India",3.3,1588,73.94,"വളരെ ശാന്തവും വൃത്തിയും, നിർബന്ധമായും ശുപാർശ ചെയ്യാം."
Pallipuram Fort,Kochi,"Kochi, Kerala, India",4.2,1813,93.06,കുടുംബത്തിനായി മികച്ചത്!
Bolgatty Island,Kochi,"Kochi, Kerala, India",4.8,2422,108.11,"Very clean and peaceful, highly recommended."
Aspinwall House,Kochi,"Kochi, Kerala, India",4.7,394,95.97,Services need improvement.
Lighthouse Beach,Kochi,"Kochi, Kerala, India",2.7,1875,63.38,"Very clean and peaceful, highly recommended."
Vazhachal Waterfalls,Kochi,"Kochi, Kerala, India",3.1,970,66.85,സേവനങ്ങൾ മെച്ചപ്പെടുത്തണം.
Bhoothathankettu Dam,Kochi,"Kochi, Kerala, India",2.7,2166,64.83,"Not well maintained, needs improvement."
Kalady,Kochi,"Kochi, Kerala, India",2.8,4027,76.14,"നന്നായി പരിപാലിച്ചിരിക്കുന്നു, വിനോദസഞ്ചാരികൾക്ക് മികച്ചതായിരിക്കും."
Chottanikkara Temple,Kochi,"Kochi, Kerala, India",2.6,3891,71.45,"വളരെ ശാന്തവും വൃത്തിയും, നിർബന്ധമായും ശുപാർശ ചെയ്യാം."
Kadamakkudy Islands,Kochi,"Kochi, Kerala, India",2.6,604,55.02,അസാധാരണമായ അനുഭവം! വളരെ സന്തോഷകരം.
Puthenpally Mosque,Kochi,"Kochi, Kerala, India",4.7,4329,115.64,Services need improvement.
Mulavukad Island,Kochi,"Kochi, Kerala, India",4.7,3163,109.81,Services need improvement.
Kodanad Viewpoint,Kochi,"Kochi, Kerala, India",4.8,3638,114.19,"Not well maintained, needs improvement."
Mattancherry Palace - 46,Kochi,"Kochi, Kerala, India",4.2,373,85.86,Services need improvement.
Kochi International Marina - 1,Kochi,"Kochi, Kerala, India",4.6,2808,106.04,സേവനങ്ങൾ മെച്ചപ്പെടുത്തണം.
Thirikkakara Vamanamoorthy Temple - 30,Kochi,"Kochi, Kerala, India",3.7,2016,84.08,"Not well maintained, needs improvement."
Kochi International Marina - 1,Kochi,"Kochi, Kerala, India",4,696,83.48,സേവനങ്ങൾ മെച്ചപ്പെടുത്തണം.
Vazhachal Waterfalls - 19,Kochi,"Kochi, Kerala, India",2.5,3514,67.57,കുടുംബത്തിനായി മികച്ചത്!
Bolgatty Palace - 50,Kochi,"Kochi, Kerala, India",2.9,1226,64.13,അവസാനം നിരാശയായിരുന്നു!
Subhash Park - 44,Kochi,"Kochi, Kerala, India",3.6,4049,92.25,Services need improvement.
Bolgatty Palace - 50 - 39,Kochi,"Kochi, Kerala, India",3.5,560,72.8,"Well maintained, great for tourists."
Vazhachal Waterfalls - 32,Kochi,"Kochi, Kerala, India",3.3,783,69.92,സേവനങ്ങൾ മെച്ചപ്പെടുത്തണം.
Kochi International Marina - 1 - 33,Kochi,"Kochi, Kerala, India",4.9,558,100.79,"Well maintained, great for tourists."
Kochi International Marina - 36,Kochi,"Kochi, Kerala, India",2.9,1969,67.84,സേവനങ്ങൾ മെച്ചപ്പെടുത്തണം.
Cherai Beach - 50,Kochi,"Kochi, Kerala, India",2.6,2315,63.58,അസാധാരണമായ അനുഭവം! വളരെ സന്തോഷകരം.
Kochi International Marina - 36 - 22,Kochi,"Kochi, Kerala, India",3.9,3437,95.19,"വളരെ ശാന്തവും വൃത്തിയും, നിർബന്ധമായും ശുപാർശ ചെയ്യാം."
Paradesi Synagogue - 13,Kochi,"Kochi, Kerala, India",3.9,687,81.44,"Very clean and peaceful, highly recommended."
Kochi International Marina - 1 - 49,Kochi,"Kochi, Kerala, India",2.6,842,56.21,കുടുംബത്തിനായി മികച്ചത്!
Kochi International Marina - 1 - 33 - 10,Kochi,"Kochi, Kerala, India",4.6,545,94.72,Amazing experience! Loved every moment.
Wonderla Kochi - 14,Kochi,"Kochi, Kerala, India",2.9,638,61.19,അവസാനം നിരാശയായിരുന്നു!
Lighthouse Beach - 49,Kochi,"Kochi, Kerala, India",2.9,1560,65.8,"Not well maintained, needs improvement."
Kochi International Marina - 1 - 49 - 10,Kochi,"Kochi, Kerala, India",2.5,2874,64.37,Perfect for family visits!
Bolgatty Island - 21,Kochi,"Kochi, Kerala, India",3.7,3807,93.03,"വളരെ തിരക്കേറിയ സ്ഥലം, കാര്യമായി ആസ്വദിക്കാൻ കഴിഞ്ഞില്ല."
Vypeen Island - 46,Kochi,"Kochi, Kerala, India",4.1,1211,88.06,അസാധാരണമായ അനുഭവം! വളരെ സന്തോഷകരം.
Paradesi Synagogue - 18,Kochi,"Kochi, Kerala, India",2.6,641,55.2,"Not well maintained, needs improvement."
Paniyeli Poru - 8,Kochi,"Kochi, Kerala, India",4.7,2732,107.66,Services need improvement.
Hill Palace Museum - 24,Kochi,"Kochi, Kerala, India",3.9,2508,90.54,"Too crowded, didn't enjoy much."
Bolgatty Palace - 19,Kochi,"Kochi, Kerala, India",2.7,509,56.55,"Very clean and peaceful, highly recommended."
Willingdon Island - 46,Kochi,"Kochi, Kerala, India",3.8,4585,98.92,"Very clean and peaceful, highly recommended."
Kodanad Viewpoint - 10,Kochi,"Kochi, Kerala, India",2.8,4039,76.19,Services need improvement.
Puthuvype Beach - 47,Kochi,"Kochi, Kerala, India",3.3,4168,86.84,Perfect for family visits!
Kochi International Marina - 1 - 33 - 13,Kochi,"Kochi, Kerala, India",3.5,3049,85.25,Cleanliness could be better.
Mattancherry Palace - 46 - 37,Kochi,"Kochi, Kerala, India",4.4,3186,103.93,Perfect for family visits!
Wonderla Kochi - 6,Kochi,"Kochi, Kerala, India",3.8,2276,87.38,കുടുംബത്തിനായി മികച്ചത്!
Vazhachal Waterfalls - 32 - 22,Kochi,"Kochi, Kerala, India",5,966,104.83,Amazing experience! Loved every moment.
Subhash Park - 39,Kochi,"Kochi, Kerala, India",4.4,4364,109.82,വൃത്തിയാകാൻ കൂടുതലായി ശ്രമിക്കേണ്ടത്.
Pallipuram Fort - 2,Kochi,"Kochi, Kerala, India",3.6,2535,84.67,Services need improvement.
Athirappilly Waterfalls - 9,Kochi,"Kochi, Kerala, India",3.5,2761,83.81,"Well maintained, great for tourists."
Kochi International Marina - 1 - 49 - 45,Kochi,"Kochi, Kerala, India",4.2,780,87.9,"വളരെ തിരക്കേറിയ സ്ഥലം, കാര്യമായി ആസ്വദിക്കാൻ കഴിഞ്ഞില്ല."
Bolgatty Island - 21 - 33,Kochi,"Kochi, Kerala, India",4.8,4074,116.37,"വളരെ ശാന്തവും വൃത്തിയും, നിർബന്ധമായും ശുപാർശ ചെയ്യാം."
Vazhachal Waterfalls - 19 - 28,Kochi,"Kochi, Kerala, India",4.2,3028,99.14,സേവനങ്ങൾ മെച്ചപ്പെടുത്തണം.
Subhash Park - 50,Kochi,"Kochi, Kerala, India",4.3,3401,103,"വളരെ തിരക്കേറിയ സ്ഥലം, കാര്യമായി ആസ്വദിക്കാൻ കഴിഞ്ഞില്ല."
Kochi International Marina - 1 - 49 - 45 - 26,Kochi,"Kochi, Kerala, India",2.6,4896,76.48,"വളരെ ശാന്തവും വൃത്തിയും, നിർബന്ധമായും ശുപാർശ ചെയ്യാം."
Mangalavanam Bird Sanctuary - 50,Kochi,"Kochi, Kerala, India",4.9,2005,108.03,Services need improvement.
Vallarpadam Church - 38,Kochi,"Kochi, Kerala, India",4,3132,95.66,Amazing experience! Loved every moment.
Kumbalangi Village - 13,Kochi,"Kochi, Kerala, India",3.6,4651,95.25,"Very clean and peaceful, highly recommended."
Subhash Park - 44 - 30,Kochi,"Kochi, Kerala, India",4.4,2888,102.44,"Well maintained, great for tourists."
Vazhachal Waterfalls - 19 - 28 - 16,Kochi,"Kochi, Kerala, India",3.8,1801,85,"പരിപാലനം ആവശ്യമുണ്ട്, കാത്തിരിപ്പ് അധികം."
Maritime Museum - 38,Kochi,"Kochi, Kerala, India",4.5,3786,108.93,"Very clean and peaceful, highly recommended."
Pallipuram Fort - 32,Kochi,"Kochi, Kerala, India",3.1,339,63.7,Cleanliness could be better.
Bolgatty Island - 21 - 28,Kochi,"Kochi, Kerala, India",3.7,4123,94.61,"വളരെ ശാന്തവും വൃത്തിയും, നിർബന്ധമായും ശുപാർശ ചെയ്യാം."
Kochi International Marina - 1 - 49 - 43,Kochi,"Kochi, Kerala, India",3.5,2377,81.89,Cleanliness could be better.
Vypeen Island - 32,Kochi,"Kochi, Kerala, India",4,1258,86.29,"Very clean and peaceful, highly recommended."
LuLu Mall - 45,Kochi,"Kochi, Kerala, India",3.6,2770,85.85,Cleanliness could be better.
Kochi International Marina - 1 - 33 - 41,Kochi,"Kochi, Kerala, India",3,4254,81.27,"പരിപാലനം ആവശ്യമുണ്ട്, കാത്തിരിപ്പ് അധികം."
Kashi Art Cafe - 1,Kochi,"Kochi, Kerala, India",3.7,835,78.17,സേവനങ്ങൾ മെച്ചപ്പെടുത്തണം.
Kodanad Viewpoint - 10 - 28,Kochi,"Kochi, Kerala, India",3.6,951,76.75,"പരിപാലനം ആവശ്യമുണ്ട്, കാത്തിരിപ്പ് അധികം."
Athirappilly Waterfalls - 9 - 11,Kochi,"Kochi, Kerala, India",3.4,2974,82.87,"Too crowded, didn't enjoy much."
Mattancherry Palace - 46 - 37 - 17,Kochi,"Kochi, Kerala, India",4.5,3292,106.46,വൃത്തിയാകാൻ കൂടുതലായി ശ്രമിക്കേണ്ടത്.
Mattancherry Palace - 46 - 37 - 17 - 30,Kochi,"Kochi, Kerala, India",4.1,2118,92.59,Disappointing experience!
Kodanad Viewpoint - 23,Kochi,"Kochi, Kerala, India",3.2,2314,75.57,"Not well maintained, needs improvement."
Bolgatty Palace - 50 - 2,Kochi,"Kochi, Kerala, India",4.2,4631,107.16,"Not well maintained, needs improvement."
Vypeen Island - 46 - 36,Kochi,"Kochi, Kerala, India",3,3906,79.53,Perfect for family visits!
Pallipuram Fort - 13,Kochi,"Kochi, Kerala, India",4.9,3152,113.76,"നന്നായി പരിപാലിച്ചിരിക്കുന്നു, വിനോദസഞ്ചാരികൾക്ക് മികച്ചതായിരിക്കും."
Kochi International Marina - 1 - 49 - 45 - 26 - 38,Kochi,"Kochi, Kerala, India",2.7,3394,70.97,Amazing experience! Loved every moment.
Mangalavanam Bird Sanctuary - 50 - 37,Kochi,"Kochi, Kerala, India",4.7,1124,99.62,"Not well maintained, needs improvement."
Pallipuram Fort - 2 - 4,Kochi,"Kochi, Kerala, India",4.6,659,95.3,അവസാനം നിരാശയായിരുന്നു!
Vypeen Island - 34,Kochi,"Kochi, Kerala, India",3.4,1862,77.31,അവസാനം നിരാശയായിരുന്നു!
Kochi International Marina - 1 - 49 - 45 - 26 - 28,Kochi,"Kochi, Kerala, India",2.9,2924,72.62,"പരിപാലനം ആവശ്യമുണ്ട്, കാത്തിരിപ്പ് അധികം."
Jew Town - 1,Kochi,"Kochi, Kerala, India",2.6,1510,59.55,"വളരെ ശാന്തവും വൃത്തിയും, നിർബന്ധമായും ശുപാർശ ചെയ്യാം."
Kochi International Marina - 1 - 49 - 45 - 26 - 28 - 5,Kochi,"Kochi, Kerala, India",4.7,3227,110.14,Cleanliness could be better.
Kochi International Marina - 1 - 33 - 41 - 25,Kochi,"Kochi, Kerala, India",4.4,2979,102.89,അസാധാരണമായ അനുഭവം! വളരെ സന്തോഷകരം.
Wonderla Kochi - 6 - 3,Kochi,"Kochi, Kerala, India",4,3044,95.22,വൃത്തിയാകാൻ കൂടുതലായി ശ്രമിക്കേണ്ടത്.
Bolgatty Palace - 50 - 48,Kochi,"Kochi, Kerala, India",2.9,1793,66.97,"നന്നായി പരിപാലിച്ചിരിക്കുന്നു, വിനോദസഞ്ചാരികൾക്ക് മികച്ചതായിരിക്കും."
Kochi International Marina - 36 - 50,Kochi,"Kochi, Kerala, India",3.9,4620,101.1,"പരിപാലനം ആവശ്യമുണ്ട്, കാത്തിരിപ്പ് അധികം."
Paniyeli Poru - 26,Kochi,"Kochi, Kerala, India",3.4,3599,86,Services need improvement.
Kumbalangi Village - 13 - 14,Kochi,"Kochi, Kerala, India",4.1,2873,96.36,Perfect for family visits!
Jew Town - 8,Kochi,"Kochi, Kerala, India",4.8,352,97.76,കുടുംബത്തിനായി മികച്ചത്!
Chinese Fishing Nets - 45,Kochi,"Kochi, Kerala, India",3.4,4287,89.44,Perfect for family visits!
Museum of Kerala History - 15,Kochi,"Kochi, Kerala, India",3.1,1420,69.1,"Too crowded, didn't enjoy much."
Kodanad Elephant Training Centre - 34,Kochi,"Kochi, Kerala, India",3.7,3531,91.66,Amazing experience! Loved every moment.
Mattancherry Palace - 46 - 37 - 17 - 30 - 13,Kochi,"Kochi, Kerala, India",4.1,493,84.47,Services need improvement.
Hill Palace Museum - 24 - 22,Kochi,"Kochi, Kerala, India",3.9,212,79.06,"Not well maintained, needs improvement."
Lighthouse Beach - 10,Kochi,"Kochi, Kerala, India",3.8,259,77.3,Perfect for family visits!
Chinese Fishing Nets - 45 - 44,Kochi,"Kochi, Kerala, India",4.4,2374,99.87,"വളരെ മനോഹരമായ സ്ഥലം, സന്ദർശിക്കേണ്ടത് അനിവാര്യമാണ്."
Kumbalangi Village - 13 - 14 - 14,Kochi,"Kochi, Kerala, India",5,213,101.06,അവസാനം നിരാശയായിരുന്നു!
Bolgatty Island - 22,Kochi,"Kochi, Kerala, India",4.7,1014,99.07,Perfect for family visits!
Vypeen Island - 21,Kochi,"Kochi, Kerala, India",2.5,3046,65.23,Services need improvement.
Chinese Fishing Nets - 45 - 13,Kochi,"Kochi, Kerala, India",3.8,4462,98.31,"Very clean and peaceful, highly recommended."
Vallarpadam Church - 24,Kochi,"Kochi, Kerala, India",3,661,63.3,വൃത്തിയാകാൻ കൂടുതലായി ശ്രമിക്കേണ്ടത്.
Puthuvype Beach - 47 - 3,Kochi,"Kochi, Kerala, India",2.8,2297,67.48,വൃത്തിയാകാൻ കൂടുതലായി ശ്രമിക്കേണ്ടത്.
Chinese Fishing Nets - 45 - 3,Kochi,"Kochi, Kerala, India",2.7,2105,64.53,കുടുംബത്തിനായി മികച്ചത്!
Kalady - 37,Kochi,"Kochi, Kerala, India",2.6,60,52.3,Amazing experience! Loved every moment.
Lighthouse Beach - 10 - 26,Kochi,"Kochi, Kerala, India",3.1,2034,72.17,"വളരെ ശാന്തവും വൃത്തിയും, നിർബന്ധമായും ശുപാർശ ചെയ്യാം."
Mangalavanam Bird Sanctuary - 15,Kochi,"Kochi, Kerala, India",3.7,1334,80.67,കുടുംബത്തിനായി മികച്ചത്!
Bolgatty Palace - 50 - 39 - 15,Kochi,"Kochi, Kerala, India",4.6,2309,103.55,സേവനങ്ങൾ മെച്ചപ്പെടുത്തണം.
Vazhachal Waterfalls - 32 - 10,Kochi,"Kochi, Kerala, India",3.7,4381,95.91,അസാധാരണമായ അനുഭവം! വളരെ സന്തോഷകരം.
Paniyeli Poru - 14,Kochi,"Kochi, Kerala, India",3.5,2597,82.98,കുടുംബത്തിനായി മികച്ചത്!
Mattancherry Palace - 30,Kochi,"Kochi, Kerala, India",3.2,314,65.57,വൃത്തിയാകാൻ കൂടുതലായി ശ്രമിക്കേണ്ടത്.
Wonderla Kochi - 6 - 3,Kochi,"Kochi, Kerala, India",4.5,4574,112.87,Perfect for family visits!
Lighthouse Beach - 10 - 35,Kochi,"Kochi, Kerala, India",3.8,1220,82.1,അസാധാരണമായ അനുഭവം! വളരെ സന്തോഷകരം.
Bolgatty Island - 22 - 11,Kochi,"Kochi, Kerala, India",3.3,4472,88.36,Cleanliness could be better.
Vypeen Island - 32 - 27,Kochi,"Kochi, Kerala, India",4.9,796,101.98,Services need improvement.
Andhakaranazhi Beach - 35,Kochi,"Kochi, Kerala, India",3.5,2834,84.17,"പരിപാലനം ആവശ്യമുണ്ട്, കാത്തിരിപ്പ് അധികം."
Mattancherry Palace - 30 - 24,Kochi,"Kochi, Kerala, India",4.6,1101,97.5,"പരിപാലനം ആവശ്യമുണ്ട്, കാത്തിരിപ്പ് അധികം."
Vypeen Island - 46 - 43,Kochi,"Kochi, Kerala, India",4.3,4829,110.14,"Too crowded, didn't enjoy much."
Pallipuram Fort - 13 - 20,Kochi,"Kochi, Kerala, India",3.3,1040,71.2,Cleanliness could be better.
Kochi International Marina - 1 - 49 - 10 - 24,Kochi,"Kochi, Kerala, India",4.5,2960,104.8,"നന്നായി പരിപാലിച്ചിരിക്കുന്നു, വിനോദസഞ്ചാരികൾക്ക് മികച്ചതായിരിക്കും."
Mangalavanam Bird Sanctuary - 50 - 42,Kochi,"Kochi, Kerala, India",3.9,3009,93.05,"Beautiful place, a must-visit destination."
Pallipuram Fort - 32 - 33,Kochi,"Kochi, Kerala, India",3.2,1145,69.72,Disappointing experience!
Munambam Beach - 21,Kochi,"Kochi, Kerala, India",2.8,2932,70.66,കുടുംബത്തിനായി മികച്ചത്!
Pallipuram Fort - 13 - 17,Kochi,"Kochi, Kerala, India",4.4,2856,102.28,സേവനങ്ങൾ മെച്ചപ്പെടുത്തണം.
Kochi International Marina - 36 - 50 - 30,Kochi,"Kochi, Kerala, India",3.5,2173,80.86,Perfect for family visits!
Wonderla Kochi - 6 - 3 - 3,Kochi,"Kochi, Kerala, India",4.1,3635,100.17,Disappointing experience!
Vallarpadam Church - 10,Kochi,"Kochi, Kerala, India",3.1,1087,67.44,"Beautiful place, a must-visit destination."
